minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6248983843234357,30.371822810890254,15.64784421844057,35.32197043392978,8.812463869131276,20.138359148098775,15.304102182617077,29.808358399773198
0,Marvin the Martian,0.627550358108644,33.334869491157164,13.673017494595333,33.814632760815286,7.991721882668237,23.187904936128422,12.63584646056871,25.05944213349501
0,Road Runner,0.6193525483567344,28.557868365429034,13.336550657347434,35.49813276438257,5.564257290302978,28.910920627712628,12.765830222964958,22.5629950918907
0,Foghorn Leghorn,0.6196851084497818,28.665737604671094,15.646818252800657,37.97632771038379,5.185908246778268,18.63449054448508,13.182526207137434,29.831260438101822
0,Bugs Bunny,0.6299453208903357,29.0705995488745,16.899875505953958,35.88233510537306,5.669579405541934,18.53370329207952,15.31181248674838,31.40090410308997
0,Elmer Fudd,0.6253378193085598,33.211017429517796,14.061729575693949,33.00582607830549,4.357747977337917,28.467144893520818,13.244476288745954,22.70753151043194
0,Lola Bunny,0.6411291669108963,34.04145929209954,14.697630411225838,33.360420644493686,4.482745027826381,24.837997957637125,17.157092806336006,31.195084560946277
0,Porky Pig,0.6262069608052249,29.937672958295053,16.075103410026262,35.46888255101366,8.136009337330583,21.038498375784105,14.249769160561206,27.839296344273286
0,Tasmanian Devil,0.6048900916576309,24.669498860568385,15.163451854183183,34.57709460396146,5.13668225903438,22.917776528547428,7.134979517783845,15.792813657536556
0,Gossamer,0.6323766512640797,36.3397372711338,17.332851889308476,37.12848923940267,6.486190910473371,15.460299502829177,13.83708029536539,32.41170702956424
0,Granny,0.6078892508410858,27.515666110026608,13.971597332517256,33.419961485024764,7.12323246328591,18.7755474654003,14.357941659778799,28.306566411534362
0,Wile E. Coyote,0.6207181927308378,31.37427314718554,13.016027145637745,32.09942009199419,6.974453959748855,21.542287995232083,16.972046127736128,31.109264731268432
0,Tweety,0.6063760561984621,24.83505876041366,13.616341893287247,37.09231366751359,6.87250210769817,25.637653429534154,10.213145613922702,20.412924440122524
0,Penelope,0.608394336696605,25.63642704447464,14.59402016098539,29.74641309413553,7.693210765858027,21.804134572357714,9.260025983927061,16.508377969650432
0,Daffy Duck,0.6073506476724841,31.683948540923204,15.20061630186723,36.68249105277277,6.151815551978803,22.959884958868255,15.620344176865371,29.360825589083028
12,Sylvester,0.628979669040002,32.42018647476364,15.489835345962744,33.53521122756165,9.336510594980211,15.002528004625617,12.245173052059688,28.063617523974187
12,Marvin the Martian,0.6045105056586365,28.836442856463,14.599417271563189,28.53523437258292,4.441595748316576,26.318450976602982,14.014096217396284,20.492435759283744
12,Road Runner,0.6396496035300439,28.614738999573962,13.589766704357558,39.02210677533114,6.9538869557796925,31.055854627994577,13.141932650241799,24.539129764317593
12,Foghorn Leghorn,0.614788091511041,30.816801192458882,15.752124788249391,34.27771619811674,4.7106043246000455,21.33972222836292,12.02328563372129,24.324333524151378
12,Bugs Bunny,0.6314378056898717,32.058386630690016,18.099559281392278,34.46602378241021,6.034672934544909,25.986132616345873,11.680786825456252,20.515955600006684
12,Elmer Fudd,0.6107574962966295,30.832818588090326,16.273488510962032,33.5023077929454,5.625722729097338,23.762646788409565,15.731793981863042,26.7590585970896
12,Lola Bunny,0.6345197137964609,31.664030378983465,13.72030500952327,34.88391556210938,2.890988624755602,21.362724662936067,16.67830113292462,33.928690453771786
12,Porky Pig,0.617762801070019,33.13238885155321,14.953358778537906,34.631955315779564,7.622078990551287,17.81230173147507,11.296237886079668,25.82282700590791
12,Tasmanian Devil,0.608447884447341,26.998303152474573,13.437265650772662,34.53533089221166,4.783700978316268,26.16300682900137,8.056029460004586,16.516339550300188
12,Gossamer,0.6259103852678789,32.36010775795062,13.316611180283353,31.80455930878254,5.783495189211002,15.687878132073413,12.14575593178078,28.38431646184214
12,Granny,0.600911814234792,28.294567350535623,13.808660461615844,34.358549790998254,7.238246571739428,21.382060990190695,14.991354318892453,27.874374556864126
12,Wile E. Coyote,0.6257477216641188,33.0130339826339,14.66547730438457,34.235672268908814,7.865474968431387,19.073313938369928,11.073212372386303,25.03676947378905
12,Tweety,0.6091140612425175,26.41627889374034,14.100531089645822,36.6631158416044,7.103390249080193,25.960868973145725,11.947490381953779,22.347261287561828
12,Penelope,0.6048106965090997,25.669067720242197,15.409185147600018,25.422256618835423,10.555564632224353,16.307891531789437,12.309034453426879,20.1823090703273
12,Daffy Duck,0.6275172192058623,30.719882203948465,16.6418953989116,31.725244762095,6.475203200760594,22.393131424865565,11.539255851489983,21.248584079711037
24,Sylvester,0.6216327469911064,34.02199436351079,16.650082127710974,34.624300634379004,7.604746923049113,20.323677819869275,14.599292157563493,28.2161487927644
24,Marvin the Martian,0.6092423526016392,31.535560491824917,15.273826813815639,35.9789436154216,5.987409976114504,23.52935886788813,13.398924306338623,25.59681265352586
24,Road Runner,0.6207810516323997,26.987522426066075,12.396128542599413,38.84812220114966,4.255297893752546,30.731705837027132,10.87358918699549,21.593688892158347
24,Foghorn Leghorn,0.6337980930569612,28.924475672479556,14.938285569350441,34.189331411350146,7.756648860654135,12.657390069952243,13.16342628393754,31.8167257842223
24,Bugs Bunny,0.6329050009540156,34.551754269845716,15.96264320984653,34.157822403515645,6.1766202712892095,24.623159726532148,10.185251975265583,20.5812787579507
24,Elmer Fudd,0.615493666209404,27.210402586454205,16.38887721416276,37.68986931646239,4.9620909056271145,22.550341813536882,13.01531160885395,26.263543028855466
24,Lola Bunny,0.6288485935723326,29.407905053929053,14.964398554830558,38.19434125672404,2.991306160480968,28.310866586227668,18.43092009823912,32.7784523603634
24,Porky Pig,0.6099412389402024,30.394310814811384,15.863320584557279,34.587958617269926,5.955759297999942,20.7271676054348,15.393439707237201,28.875656388805027
24,Tasmanian Devil,0.61422692244505,28.213465661417597,14.828466469939787,33.3550109291888,3.8733294354389,17.764243428025726,10.210091175561226,23.905457020449653
24,Gossamer,0.6200891208424001,32.5594095291871,15.90277009558734,32.66506601623664,6.0285954423917625,21.081677559943834,13.87455624440326,26.146570587310087
24,Granny,0.5981314156077582,27.60844145728017,13.16136448826839,37.034722348210074,6.56666445089685,17.951176663934227,9.828378215312247,24.738731652769815
24,Wile E. Coyote,0.6253988727234597,33.8866554543672,12.358558459002916,36.6557840173954,6.5829034213517135,20.50401881832234,11.495049335962115,27.856737010800906
24,Tweety,0.6046828809194251,27.060730464560514,13.582775588543864,34.679129740246346,6.279633687237995,23.10297734030067,11.71648611036165,22.91427898788347
24,Penelope,0.6126011076256203,26.312256530441083,15.32488441691401,26.37019771518547,9.475154280162492,19.174850740602274,7.709029717257955,13.41404184008956
24,Daffy Duck,0.6279833955511409,29.71286885150698,15.291744754591594,31.79262010364786,5.635094834385608,17.802512178857672,13.026170218459969,27.08585800688013
36,Sylvester,0.6088608976670511,34.74915907844295,13.924410998060198,35.885920757882886,7.422242697030274,14.764584422798713,13.341153569147462,31.574813291497662
36,Marvin the Martian,0.6098567706504977,33.42555637205291,15.605612445639787,36.11346715231464,5.975615764088423,27.709539049057078,14.447146158721441,24.58233540627848
36,Road Runner,0.6177617414951652,28.74510174261129,15.41903326574539,37.969406738119716,5.6648461233375995,29.061236690821936,12.687751448506448,22.586199524525753
36,Foghorn Leghorn,0.6258957738508891,30.406859655208738,15.500947207381898,33.676479448371815,6.785774963228618,19.078212844096207,16.650401847954857,31.998952845539968
36,Bugs Bunny,0.6354688893870839,29.978566324600447,16.961938599239193,34.506939690151874,6.46507505422225,24.56400406985934,11.47765566005859,21.689086679238777
36,Elmer Fudd,0.6306141960957452,30.413037952946844,15.118502950772381,33.05233799734453,4.981266516984558,23.205994101161313,12.313048176078848,23.982562646372273
36,Lola Bunny,0.623660055289194,33.62677675908356,14.177518642625971,36.769652020502896,3.9506263272646174,20.88550477708502,14.134597431734353,30.877214651758003
36,Porky Pig,0.6033394327075808,29.838309006255102,16.45437341874382,34.87203088378308,5.454820623549369,17.091103284328014,12.891367584882058,27.191438954592265
36,Tasmanian Devil,0.6140571164861593,27.287624820127107,15.369021006138922,35.857473049992976,4.46684313362789,25.746080825004782,10.994420304872383,20.998458998747644
36,Gossamer,0.6128478695637825,28.01923738235101,15.626144020187677,34.228092813759865,4.756357507827145,16.563700301352338,13.967057818942854,29.624165151823767
36,Granny,0.6052602486685263,28.22382405811849,15.32060579955271,36.84492817915135,7.556001969803642,21.042768793536357,13.743991386388696,27.162507441193874
36,Wile E. Coyote,0.603746555972123,29.314478775702117,13.290069953832766,33.090760814979895,7.948677401012798,26.56655074738198,13.61407992605926,22.36347856658321
36,Tweety,0.60682674855339,28.863786794569037,14.290904080151149,35.6419453313905,7.754681254899854,17.778109526384,12.48160491422761,27.386841597738126
36,Penelope,0.6098469732599648,27.599862091051353,17.341785519062583,32.93705683773626,9.811455715830123,21.895199563287463,9.990417663951979,17.592918323814352
36,Daffy Duck,0.6372697618910184,29.162919131311746,16.300204888822385,34.33311177792246,6.772977918794675,20.328523048660575,18.32441089909473,34.02560441383124
